id,mz,rt,area,height,detected_rate,has_ms2,detected:fraction:POC,mean_area:fraction:POC,detected:fraction:WSOC,mean_area:fraction:WSOC,log2FC:fraction:POC_vs_WSOC,welch_p:fraction:POC_vs_WSOC,welch_q:fraction:POC_vs_WSOC,detected:day_type:weekday,mean_area:day_type:weekday,detected:day_type:weekend,mean_area:day_type:weekend,log2FC:day_type:weekday_vs_weekend,welch_p:day_type:weekday_vs_weekend,welch_q:day_type:weekday_vs_weekend
94,185.94849,0.7313,110900.0,681600.0,0.027777777777777776,False,False,12022.166666666666,True,19683.88888888889,-0.7113183521191245,0.18024556975204709,0.21384519723098305,False,12550.125,True,22458.833333333332,-0.8395812525795552,0.24718269156282524,0.4763343768667278
95,226.97504,0.7228,292400.0,1577000.0,0.027777777777777776,True,False,39958.88888888889,True,58537.22222222222,-0.5508378192973787,0.2015114292811181,0.23639031621313705,False,43842.5,True,60059.166666666664,-0.45405439091520794,0.4660033479844061,0.6486903898121315
96,158.99982,0.7802,117000.0,696200.0,0.0,False,False,0.0,False,0.0,,,,False,0.0,False,0.0,,,
97,189.99268,0.7802,79880.0,466100.0,0.0,False,False,0.0,False,0.0,,,,False,0.0,False,0.0,,,
98,101.50879,0.7963,94160.0,850500.0,0.027777777777777776,False,False,938.9777777777776,True,6476.672222222222,-2.7860898126039486,0.29842275328597595,0.3378606337829817,False,1119.775,True,8883.925000000001,-2.987988337357255,0.3383042526911543,0.5407369910607658
99,107.95047,0.7325,127800.0,707800.0,0.027777777777777776,False,False,18254.444444444445,True,29018.333333333332,-0.6687168981831263,0.08969509606593892,0.11578202752880223,False,22042.5,True,26824.166666666668,-0.2832454924627468,0.6192781643247837,0.7634707920881586
100,108.51754,0.7927,81200.0,628600.0,0.027777777777777776,False,False,2015.4833333333331,True,6632.894444444445,-1.7185127139416403,0.3085944221768433,0.3480858557622289,False,2099.6541666666667,True,8773.258333333333,-2.0629610284745965,0.33323632107696977,0.5407369910607658
102,119.95716,0.7827,64540.0,591400.0,0.027777777777777776,False,False,270.05555555555554,True,3905.511111111111,-3.8541832323830056,0.3225553246710927,0.36181130427499736,False,301.3041666666667,True,5660.741666666668,-4.231698557516606,0.3382967827622655,0.5407369910607658
103,119.97524,0.7982,111300.0,1015000.0,0.027777777777777776,False,False,1152.3500000000001,True,7699.488888888888,-2.7401837103072726,0.2981835060257397,0.3376218683801947,False,1269.9166666666665,True,10737.925000000001,-3.0799094994381986,0.32283791686214935,0.5407369910607658
104,132.9669,0.7891,94990.0,877200.0,0.027777777777777776,False,False,683.2944444444445,True,6475.266666666666,-3.2443603055103654,0.28186789633000603,0.3206116066002208,False,861.3291666666665,True,9015.183333333332,-3.3877202403803444,0.3195240607456929,0.5407369910607658
105,133.97473,0.8029,172200.0,1626000.0,0.027777777777777776,False,False,3174.5555555555557,True,13019.055555555555,-2.03599826373037,0.308510412527786,0.34805097911047544,False,3376.875,True,17536.666666666668,-2.376613867386201,0.33586329683891114,0.5407369910607658
