formulaRank	molecularFormula	adduct	precursorFormula	ZodiacScore	SiriusScoreNormalized	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	compoundId	mappingFeatureId	overallFeatureQuality
1	C5H2OS2	[M + H]+	C5H3OS2+		0.212	0.391	0.391	0.000	0	0.000			0.258		142.962	49	0.810	857316966698848182	857316062305741411	857316062301547106	232	
1	CH2NOSe	[M + H]+	CH3NOSe+		0.989	2.786	2.786	0.000	1	0.061	-8.531	8.531	-5.898		118.943	49	0.810	857316976903589928	857316062477707883	857316062473513578	295	
1	CHN5O	[M + H]+	CH2N5O+		0.968	0.000	0.000	0.000	0	0.000			-10.159		100.024	49	0.817	857316969790050259	857316062582565487	857316062578371182	339	
1	CHNS3	[M + H3N + H]+	CH5N2S3+		1.000	-0.609	-0.609	0.000	0				5.905		140.962	49	0.817	857316972931584012	857316062674840179	857316062670645874	346	
1	C2H3N5O3	[M + H]+	C2H4N5O3+		0.151	0.573	0.573	0.000	0	0.000			-6.680		146.030	49	0.818	857316948927582011	857316062779697783	857316062775503478	364	
1	C5H6MgN2O2	[M + H]+	C5H7MgN2O2+		0.500	42.450	36.310	6.140	8	0.315	2.181	2.181	0.493		151.035	49	0.818	857316937040924353	857316062880361083	857316062880361082	350	
1	C3H5MgNO3	[M + H]+	C3H6MgNO3+		0.200	17.636	10.859	6.777	2	0.012	0.920	0.920	0.460		128.019	49	0.819	857316959870521248	857316062972635775	857316062972635774	374	
1	CH3NO5	[M + H]+	CH4NO5+		0.371	7.944	7.944	0.000	1	0.000	4.889	4.889	3.285		110.009	49	0.819	857316960612913066	857316063069104771	857316063064910466	391	
1	C4H9FeNO2	[M + H]+	C4H10FeNO2+		0.813	20.448	20.448	0.000	4	0.210	1.232	1.232	8.762		158.012	49	0.822	857316996432269497	857316063186545287	857316063182350982	307	
1	H4NO4	[M + Na]+	H4NNaO4+		0.917	21.843	21.843	0.000	2	0.260	1.556	1.556	0.826		105.003	49	0.822	857316984939876447	857316063295597195	857316063295597194	410	
1	CH4NO5	[M + Na]+	CH4NNaO5+		1.000	17.660	17.660	0.000	2	0.342	0.525	0.525	0.692		132.998	49	0.823	857316984033906767	857316063408843407	857316063408843406	405	
1	C7H4ClNO4S	[M + Na]+	C7H4ClNNaO4S+		0.948	34.455	34.455	0.000	5	0.901	1.451	1.451	-0.027		255.944	50	0.827	857317001230553300	857316063517895315	857316063513701010	427	
1	C2H4Cl2NO3S	[M + Na]+	C2H4Cl2NNaO3S+		0.994	30.586	30.586	0.000	5	0.569	3.739	3.739	-2.117		214.918	50	0.836	857317002987966692	857316063811496603	857316063807302298	431	
1	C4H8N2O4S	[M + H]+	C4H9N2O4S+		0.966	22.817	22.098	0.720	5	0.405	-6.365	6.365	-10.795		181.026	52	0.869	857316999875793098	857316063907965599	857316063903771294	571	
1	C6H12N2	[M + H]+	C6H13N2+		1.000	50.403	50.403	0.000	16	0.931	1.974	1.974	0.222		113.107	52	0.874	857316994276397240	857316064000240291	857316063996045986	589	
1	C6H7FO3S	[M + H]+	C6H8FO3S+		0.925	56.574	56.574	0.000	11	0.320	1.680	2.054	-0.390		179.017	53	0.891	857317006095945968	857316064092514983	857316064088320678	687	
