formulaRank	molecularFormula	adduct	precursorFormula	ZodiacScore	SiriusScoreNormalized	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	compoundId	mappingFeatureId	overallFeatureQuality
1	C9H19NO	[M + H]+	C9H20NO+		1.000	42.171	38.931	3.240	5	0.717	4.376	4.376	0.502		158.154	95	1.586	857317623887578837	857316072460151823	857316072460151822	2665	
1	C10H30O5Si5	[M + H]+	C10H31O5Si5+		0.785	42.745	42.745	0.000	11	0.989	1.589	1.589	-0.251		371.101	111	1.853	857317662772976544	857316072560815123	857316072556620818	2806	
1	C6H11NO2	[M + H]+	C6H12NO2+		0.500	28.997	28.997	0.000	2	0.610	4.007	4.007	0.730		130.086	111	1.853	857317629226929025	857316072653089815	857316072653089814	2797	
1	C10H16	[M + H]+	C10H17+		1.000	47.776	47.776	0.000	7	0.974	1.273	1.273	0.678		137.133	116	1.932	857317630351002821	857316072757947419	857316072757947418	2845	
1	C5H7NO3Se	[M + H]+	C5H8NO3Se+		0.249	20.090	20.090	0.000	5	0.132	-6.393	6.393	-3.559		203.972	116	1.938	857317644750052217	857316072858610719	857316072854416414	2839	
1	C2H5NO8	[M + Na]+	C2H5NNaO8+		0.067	0.901	0.901	0.000	0	0.000			-8.231		193.989	119	1.977	857317650043263885	857316072942496803	857316072942496802	2870	
1	C12H22N4O4Si3	[M + H]+	C12H23N4O4Si3+		0.923	44.395	39.941	4.454	13	0.991	0.622	0.846	-2.752		371.101	119	1.988	857317696751033262	857316073038965799	857316073038965798	2893	
1	C6H3NO2S	[M + Na]+	C6H3NNaO2S+		0.955	7.419	7.419	0.000	3	0.021	-6.767	6.923	-4.944		175.977	120	2.000	857317785720609730	857316073131240491	857316073127046186	2889	
1	C6H12O	[M + H]+	C6H13O+		1.000	32.282	32.282	0.000	3	0.692	5.330	5.330	0.480		101.096	121	2.010	857317795443008888	857316073244486703	857316073240292398	2900	
1	C10H16	[M + H]+	C10H17+		0.500	51.980	51.980	0.000	7	0.890	2.759	2.759	0.678		137.133	126	2.102	857317796491585029	857316073349344307	857316073349344306	2944	
1	C6H11BrO3	[M + Na]+	C6H11BrNaO3+		0.955	47.814	47.814	0.000	7	0.880	-5.035	5.035	7.782		232.980	129	2.143	857317808931892432	857316073437424695	857316073437424694	2946	
1	C13H22N4O3SSi2	[M + H]+	C13H23N4O3SSi2+		0.860	32.266	27.336	4.929	9	0.978	1.085	1.404	-3.398		371.101	130	2.172	857317835569921380	857316073538087995	857316073538087994	2974	
1	C4H5N3O5	[M + K]+	C4H5KN3O5+		0.491	4.416	4.416	0.000	1	0.042	10.355	10.355	0.382		213.986	137	2.291	857317812119563544	857316073642945599	857316073638751294	3023	
1	C12H22N4O4Si3	[M + H]+	C12H23N4O4Si3+		0.905	40.919	37.101	3.818	13	0.995	1.383	1.764	-2.752		371.101	138	2.295	857317838065532274	857316073739414595	857316073735220290	3042	
1	C10H16	[M + H]+	C10H17+		0.500	71.216	67.883	3.333	10	0.923	1.693	1.693	0.678		137.133	141	2.347	857317800715249881	857316073835883591	857316073831689286	3067	
1	C10H30O5Si5	[M + H]+	C10H31O5Si5+		0.468	24.823	24.823	0.000	6	0.724	0.508	0.605	-0.251		371.101	148	2.475	857317829945359695	857316073949129803	857316073944935498	3134	
1	C10H16	[M + H]+	C10H17+		0.500	85.851	82.434	3.417	9	0.856	1.375	1.375	0.678		137.133	154	2.572	857317804628536460	857316074045598799	857316074041404494	3183	
1	C6H13N	[M + H]+	C6H14N+		1.000	35.803	32.946	2.856	4	0.755	6.961	6.961	0.041		100.112	166	2.769	857317799586982104	857316074142067795	857316074137873490	3288	
1	C10H20N2O5	[M + H]+	C10H21N2O5+		0.483	11.583	11.583	0.000	2	1.000	0.157	0.157	0.168		249.145	177	2.949	857317802099370203	857316074246925399	857316074242731094	3365	
1	C10H20N2O4	[M + H]+	C10H21N2O4+		1.000	36.168	33.109	3.058	5	1.000	0.396	0.396	0.156		233.150	196	3.275	857317805446425797	857316074330811483	857316074326617178	3472	
1	C13H25N5O4	[M + H]+	C13H26N5O4+		0.776	8.885	8.885	0.000	1	1.000	0.932	0.932	-4.683		316.196	200	3.340	857317815529532837	857316074414697567	857316074410503262	3492	
1	C8H4O4	[M + H]+	C8H5O4+		0.330	34.055	34.055	0.000	5	0.897	2.035	2.035	0.697		165.018	217	3.612	857317809372294371	857316074498583651	857316074498583650	3628	
1	C15H29N5O5	[M + H]+	C15H30N5O5+		0.650	8.132	7.913	0.219	1	0.804	0.679	0.679	-4.318		360.223	218	3.629	857317811020655885	857316074590858343	857316074590858342	3611	
1	C12H27NO7	[M + H]+	C12H28NO7+		0.523	20.566	20.566	0.000	4	0.763	0.508	0.508	0.005		298.186	219	3.643	857317812270558500	857316074758630511	857316074758630510	3645	
1	C15H29N5O4	[M + H]+	C15H30N5O4+		0.448	10.766	8.222	2.544	1	0.919	-0.527	0.527	-4.273		344.228	219	3.646	857317810924186877	857316074683133035	857316074678938730	3627	
1	C6H15N	[M + H]+	C6H16N+		1.000	17.241	14.349	2.892	1	0.440	6.055	6.055	0.236		102.128	219	3.653	857317816569720429	857316074855099507	857316074850905202	3632	
1	C10H19N5	[M + H]+	C10H20N5+		0.511	4.178	2.000	2.178	0	0.000			-6.053		210.170	226	3.760	857317816641023599	857316075027065979	857316075027065978	3704	
1	C8H25N7O4	[M + H]+	C8H26N7O4+		0.826	12.098	12.098	0.000	2	0.974	0.061	0.187	9.645		284.207	226	3.767	857317825675557669	857316075106757759	857316075106757758	3690	
1	C8H18O5	[M + H]+	C8H19O5+		1.000	22.356	19.141	3.215	1	0.708	0.068	0.068	0.717		195.123	227	3.787	857317829844696368	857316075203226755	857316075199032450	3800	
1	C15H29N5O	[M + H]+	C15H30N5O+		0.463	12.686	12.686	0.000	3	0.977	1.136	1.136	-4.176		296.243	227	3.789	857317829878250810	857316075282918535	857316075278724230	3834	
1	C6H15N	[M + H]+	C6H16N+		1.000	14.279	14.279	0.000	1	0.566	6.929	6.929	0.236		102.128	227	3.789	857317823238663801	857316075366804619	857316075362610314	3757	
1	C10H22O6	[M + H]+	C10H23O6+		0.997	16.934	16.934	0.000	2	0.959	0.170	0.170	0.356		239.149	228	3.795	857317847569836601	857316075446496399	857316075446496398	3713	
1	C15H29N5O4	[M + H]+	C15H30N5O4+		0.778	8.291	8.291	0.000	1	0.940	0.461	0.461	-4.302		344.228	229	3.818	857317829941165380	857316075534576787	857316075534576786	3748	
1	C12H27NO7	[M + H]+	C12H28NO7+		0.745	34.499	34.499	0.000	5	0.864	-0.246	1.313	0.005		298.186	231	3.848	857317937168558793	857316075618462871	857316075618462870	3781	
1	C6H10O	[M + H]+	C6H11O+		1.000	35.432	35.432	0.000	5	0.393	3.549	3.549	0.289		99.080	232	3.859	857317885503122056	857316075706543259	857316075702348954	3815	
1	C6H15N	[M + H]+	C6H16N+		1.000	25.972	23.074	2.898	2	0.454	6.355	6.355	0.236		102.128	232	3.874	857317840233987461	857316075798817951	857316075794623646	3854	
1	C12H23NO	[M + H]+	C12H24NO+		1.000	36.612	36.612	0.000	5	0.954	1.181	1.181	0.753		198.185	234	3.895	857317906222983869	857316075874315427	857316075870121122	3843	
1	C5H4O5P	[M + H3N + H]+	C5H8NO5P+		1.000	46.717	46.717	0.000	14	0.979	-0.623	1.546	-0.883		193.013	235	3.912	857317863139093065	857316075945618599	857316075945618598	3959	
1	C15H29N5O5	[M + H]+	C15H30N5O5+		0.803	14.516	14.246	0.270	3	0.973	0.461	0.461	-3.929		360.223	237	3.952	857317868075788897	857316076025310379	857316076025310378	3831	
1	C8H8N2	[M + H]+	C8H9N2+		0.981	62.759	62.759	0.000	15	0.908	0.826	0.826	0.491		133.076	238	3.974	857317840087186816	857316076109196463	857316076109196462	3929	
1	C6H15N3O3	[M + Na]+	C6H15N3NaO3+		1.000	79.209	77.650	1.559	11	0.493	-5.845	6.852	-3.958		200.100	240	4.007	857317891068963478	857316076377631931	857316076377631930	3954	
1	C15H29N5O5	[M + H]+	C15H30N5O5+		0.838	17.578	17.578	0.000	4	0.963	0.610	0.610	-3.929		360.223	241	4.021	857317868033845847	857316076276968631	857316076276968630	4007	
1	C12H23NO	[M + H]+	C12H24NO+		1.000	44.847	44.847	0.000	7	1.000	1.615	1.615	0.753		198.185	241	4.024	857317897431722657	857316076201471155	857316076197276850	3963	
1	C9H18N2	[M + H]+	C9H19N2+		1.000	59.984	57.005	2.979	8	0.525	1.797	1.797	0.483		155.154	252	4.202	857317866138020436	857316076469906623	857316076469906622	4141	
1	C12H23NO	[M + H]+	C12H24NO+		1.000	89.869	85.311	4.558	11	0.986	1.244	1.244	0.601		198.185	255	4.254	857317866666502741	857316076557987011	857316076557987010	4179	
1	C15H29N5O3	[M + H]+	C15H30N5O3+		0.584	19.728	19.728	0.000	6	0.980	12.389	12.389	-4.406		328.233	256	4.274	857317881178794604	857316076654456007	857316076650261702	4178	
1	C12H26O7	[M + H]+	C12H27O7+		0.973	24.138	24.138	0.000	5	0.978	0.209	0.382	0.284		283.175	258	4.303	857317902397778595	857316076826422479	857316076826422478	4220	
1	C10H13N3O5S	[M + H]+	C10H14N3O5S+		0.371	22.592	22.592	0.000	4	0.961	0.699	0.794	0.181		288.065	259	4.309	857317885708642956	857316076746730699	857316076746730698	4203	
1	C8H19N	[M + H]+	C8H20N+		1.000	23.358	20.232	3.127	2	0.660	4.774	4.774	0.568		130.159	260	4.337	857317865928305235	857316076922891475	857316076922891474	4259	
1	C17H33N5O5	[M + H]+	C17H34N5O5+		0.409	13.874	13.874	0.000	3	0.982	0.361	0.361	-3.620		388.254	261	4.347	857317885364710009	857316077027749079	857316077027749078	4274	
1	C12H24O8	[M + H]+	C12H25O8+		0.712	31.331	31.331	0.000	5	1.000	0.001	0.286	-0.048		297.154	263	4.380	857317914687089343	857316077115829467	857316077115829466	4310	
1	C14H31NO8	[M + H]+	C14H32NO8+		0.875	30.978	28.282	2.696	5	0.875	0.024	0.279	-0.419		342.212	263	4.386	857317906122320557	857316077203909855	857316077203909854	4309	
1	C12H23NO	[M + H]+	C12H24NO+		1.000	61.090	57.595	3.495	10	0.970	1.327	1.327	0.551		198.185	265	4.411	857317881640168055	857316077300378851	857316077300378850	4351	
1	C10H20N2O5	[M + H]+	C10H21N2O5+		0.780	12.645	12.645	0.000	3	1.000	0.154	0.154	-0.153		249.144	265	4.419	857318273597877033	857316077388459239	857316077388459238	4363	
1	C8H19N	[M + H]+	C8H20N+		1.000	21.189	21.189	0.000	2	0.800	5.590	5.590	0.645		130.159	266	4.426	857318272511552296	857316077472345323	857316077472345322	4376	
1	C17H33N5O6	[M + H]+	C17H34N5O6+		0.849	22.828	22.828	0.000	6	0.938	-0.150	0.633	-3.513		404.249	275	4.578	857318283374801034	857316077556231407	857316077552037102	4485	
1	C12H17NO2	[M + H]+	C12H18NO2+		0.998	49.093	49.093	0.000	11	0.970	0.159	0.282	0.407		208.133	276	4.606	857318281957126203	857316077640117491	857316077640117490	4549	
1	C5H8BFN4O	[M + H]+	C5H9BFN4O+		0.529	6.955	6.955	0.000	3	0.327	2.699	2.699	4.483		170.089	279	4.650	857318287548133984	857316077724003575	857316077724003574	4561	
1	C17H27N3O	[M + Na]+	C17H27N3NaO+		0.136	2.187	2.187	0.000	1	0.183	-17.968	17.968	-9.459		312.202	280	4.666	857318288173085289	857316077807889659	857316077803695354	4635	
1	C9H17N5	[M + H]+	C9H18N5+		0.420	2.000	2.000	0.000	0	0.000			-6.281		196.154	280	4.672	857318290253460088	857316077883387135	857316077883387134	4619	
1	C11H21N5O3	[M + H]+	C11H22N5O3+		0.986	12.549	12.549	0.000	1	0.779	0.541	0.541	-4.394		272.171	286	4.772	857318290463175293	857316077958884611	857316077958884610	4746	
1	C5H10F2N2	[M + H]+	C5H11F2N2+		1.000	64.657	63.659	0.998	12	0.563	4.724	9.039	12.684		137.090	288	4.795	857318295529894575	857316078046964999	857316078046964998	4752	
1	C10H16FN	[M + H]+	C10H17FN+		1.000	2.923	2.923	0.000	1	0.026	1.186	1.186	-1.435		170.134	291	4.846	857318293676012204	857316078130851083	857316078126656778	4787	
1	C8H13ClF2N2O	[M + H]+	C8H14ClF2N2O+		1.000	43.649	36.700	6.949	19	0.554	0.618	7.269	-5.785		227.074	292	4.866	857318316153288277	857316078210542863	857316078210542862	4838	
1	C8H23N4O4	[M + H]+	C8H24N4O4+		0.928	9.405	9.405	0.000	2	0.797	0.286	0.656	5.843		240.181	292	4.866	857318301586469863	857316078323789075	857316078319594770	4844	
1	C9H14N4O	[M + H]+	C9H15N4O+		0.981	69.719	69.719	0.000	17	0.973	0.693	0.780	-6.291		195.123	292	4.866	857318311157872038	857316078386703639	857316078386703638	4843	
1	C11H19N5O2	[M + H]+	C11H20N5O2+		0.692	13.419	13.419	0.000	1	0.618	0.484	0.484	-4.884		254.160	292	4.871	857318304061109231	857316078437035291	857316078437035290	4908	
1	C11H24O6	[M + H]+	C11H25O6+		0.947	22.659	22.659	0.000	4	0.966	3.065	3.065	0.691		253.165	292	4.873	857318333064725929	857316078491561247	857316078487366942	4852	
1	C13H25N5O3	[M + H]+	C13H26N5O3+		0.998	19.267	19.267	0.000	4	0.984	0.161	0.194	-4.484		300.202	293	4.885	857318334562092467	857316078541892899	857316078541892898	4878	
1	C7H10O4	[M + H]+	C7H11O4+		0.499	9.311	9.311	0.000	2	0.008	2.371	2.850	0.156		159.065	294	4.899	857318329541508230	857316078596418855	857316078596418854	4904	
1	C8H16O6	[M + H]+	C8H17O6+		0.985	57.640	57.640	0.000	10	0.878	0.138	0.358	0.312		209.102	294	4.903	857318410323806590	857316078650944811	857316078646750506	4905	
1	C13H25N5O4	[M + H]+	C13H26N5O4+		0.497	28.158	28.158	0.000	6	0.965	0.963	0.963	-4.462		316.197	297	4.945	857318415583465998	857316078701276463	857316078701276462	4961	
1	C10H22O6	[M + H]+	C10H23O6+		0.999	20.711	17.436	3.275	2	0.982	-0.302	0.302	0.314		239.149	300	4.992	857318408016939178	857316078751608115	857316078751608114	5093	
1	C8H25N7O4	[M + H]+	C8H26N7O4+		0.663	25.733	23.394	2.339	4	0.942	-0.110	0.294	9.681		284.207	300	4.998	857318410822928776	857316078806134071	857316078806134070	5065	
1	C11H18N4O2	[M + H3N + H]+	C11H22N5O2+		0.850	13.691	13.691	0.000	2	0.855	-0.668	0.668	-4.963		256.176	301	5.009	857318408780302514	857316078856465723	857316078852271418	5096	
1	C6H12N4O4	[M + Na]+	C6H12N4NaO4+		0.969	38.641	37.033	1.609	18	0.145	5.588	7.869	-3.019		227.074	301	5.011	857318425653990671	857316078923574591	857316078919380286	5051	
1	C15H29N5O4	[M + H]+	C15H30N5O4+		0.985	20.542	20.542	0.000	5	0.973	0.575	0.575	-4.244		344.228	301	5.012	857318415558300163	857316078978100547	857316078978100546	5155	
1	C10H20O7	[M + H]+	C10H21O7+		0.967	40.784	40.784	0.000	8	0.964	-0.216	1.066	0.397		253.128	301	5.021	857318434717881650	857316079032626503	857316079032626502	5069	
1	C12H23NO	[M + H]+	C12H24NO+		1.000	98.189	98.189	0.000	13	0.987	1.124	1.124	0.450		198.185	302	5.026	857318429693105455	857316079087152459	857316079087152458	5003	
1	C8H4O3	[M + H]+	C8H5O3+		0.332	45.741	45.741	0.000	5	0.850	2.612	2.612	0.601		149.023	302	5.034	857318435439301948	857316079145872719	857316079141678414	5079	
1	C15H27N5O3	[M + H]+	C15H28N5O3+		0.236	8.705	8.705	0.000	1	0.732	0.323	0.323	-4.341		326.217	302	5.041	857318427772114201	857316079196204371	857316079196204370	5124	
1	C12H27NO7	[M + H]+	C12H28NO7+		0.533	34.741	34.741	0.000	7	0.966	0.217	0.393	0.005		298.186	303	5.043	857318442888385876	857316079250730327	857316079250730326	5153	
1	C9H12O3	[M + H]+	C9H13O3+		1.000	205.367	205.367	0.000	30	0.993	0.266	0.645	0.292		169.086	303	5.051	857318461276214780	857316079305256283	857316079301061978	5117	
1	C11H25NO6	[M + H]+	C11H26NO6+		0.414	5.813	5.813	0.000	2	0.450	-6.900	6.900	0.582		268.176	306	5.102	857318451214079455	857316079355587935	857316079351393630	5255	
1	C15H29N5O5	[M + H]+	C15H30N5O5+		0.989	40.430	40.430	0.000	9	0.985	0.186	0.386	-3.929		360.223	307	5.112	857318456284993010	857316079397530979	857316079397530978	5257	
1	C6H10N2O2	[M + K]+	C6H10KN2O2+		0.729	67.095	67.095	0.000	24	0.941	0.466	3.689	-10.085		181.036	308	5.129	857318470126196230	857316079443668327	857316079443668326	5250	
1	C15H29N5O3	[M + H]+	C15H30N5O3+		0.779	43.972	37.665	6.307	6	0.922	0.277	0.345	-4.315		328.233	310	5.169	857318549822169695	857316079493999979	857316079489805674	5384	
1	C12H26O7	[M + H]+	C12H27O7+		0.966	31.493	25.651	5.842	7	0.984	-0.123	0.423	0.284		283.175	311	5.178	857318520789197387	857316079544331631	857316079544331630	5380	
1	C13H22N4O3	[M + H3N + H]+	C13H26N5O3+		0.886	23.666	23.666	0.000	5	0.937	-0.199	0.291	-4.417		300.202	312	5.194	857318533418246741	857316079590468979	857316079586274674	5382	
1	C5H10F2N2O	[M + H]+	C5H11F2N2O+		0.954	46.742	46.742	0.000	9	0.517	-13.821	13.821	11.067		153.085	312	5.208	857318604578808653	857316079691132283	857316079691132282	5399	
1	C7H12O	[M + H]+	C7H13O+		1.000	19.618	19.618	0.000	2	0.295	1.823	1.823	0.076		113.096	313	5.211	857318602129335026	857316079636606327	857316079636606326	5401	
1	C14H31NO8	[M + H]+	C14H32NO8+		0.443	39.398	39.398	0.000	8	0.983	0.120	0.154	-0.331		342.212	314	5.240	857318607388992766	857316079741463935	857316079741463934	5441	
1	C12H24O8	[M + H]+	C12H25O8+		0.932	43.599	43.599	0.000	7	1.000	0.236	0.236	0.087		297.154	315	5.245	857318603043693334	857316079787601283	857316079787601282	5473	
1	C9H12O2	[M + H]+	C9H13O2+		1.000	87.679	85.770	1.909	14	0.978	0.993	1.255	0.483		153.091	317	5.282	857318606256530675	857316079846321543	857316079846321542	5603	
1	C17H33N5O6	[M + H]+	C17H34N5O6+		0.852	35.425	35.425	0.000	8	1.000	0.493	0.562	-3.464		404.249	318	5.296	857318609079297299	857316079900847499	857316079896653194	5565	
1	C9H21BF2N2O	[M + H]+	C9H22BF2N2O+		1.000	27.678	27.678	0.000	17	0.719	1.705	8.358	-5.753		222.181	320	5.331	857318608018138381	857316079963762063	857316079959567758	5597	
1	C14H30O8	[M + H]+	C14H31O8+		0.913	35.012	35.012	0.000	4	0.893	0.249	0.249	-0.166		327.201	320	5.331	857318611822372125	857316080014093715	857316080009899410	5666	
1	C15H26N4O4	[M + H3N + H]+	C15H30N5O4+		0.899	21.606	21.606	0.000	5	0.980	0.386	0.386	-4.215		344.228	320	5.333	857318704508103910	857316080064425367	857316080060231062	5667	
1	C7H10O2	[M + H]+	C7H11O2+		1.000	71.910	71.910	0.000	7	0.916	1.313	1.313	0.582		127.075	322	5.365	857318626070422953	857316080114757019	857316080114757018	5602	
1	C10H14FN3O	[M + H]+	C10H15FN3O+		0.902	45.752	45.752	0.000	11	0.981	-4.379	8.274	-5.029		212.118	323	5.384	857318763895254311	857316080165088671	857316080165088670	5569	
1	C12H27NO5	[M + H]+	C12H28NO5+		0.933	15.883	15.883	0.000	2	1.000	0.012	1.168	0.528		266.196	325	5.420	857318762498551069	857316080215420323	857316080215420322	5792	
1	C17H33N5O4	[M + H]+	C17H34N5O4+		0.989	23.629	23.629	0.000	5	0.965	0.668	0.668	-3.817		372.259	325	5.421	857318859311554270	857316080265751975	857316080265751974	5729	
1	C14H25N5O3	[M + H]+	C14H26N5O3+		0.357	38.526	38.526	0.000	7	1.000	0.632	0.632	-4.184		312.202	326	5.428	857318860074917608	857316080320277931	857316080316083626	5794	
1	C19H37N5O7	[M + H]+	C19H38N5O7+		0.822	37.875	37.875	0.000	9	1.000	0.453	0.453	-3.090		448.275	326	5.437	857318864613154599	857316080370609583	857316080370609582	5859	
1	C16H35NO9	[M + H]+	C16H36NO9+		0.260	32.794	32.794	0.000	7	1.000	0.438	0.622	-0.073		386.238	327	5.443	857318861425483522	857316080420941235	857316080420941234	5763	
1	C11H22O7	[M + H]+	C11H23O7+		0.989	66.642	66.642	0.000	14	0.954	1.378	1.378	0.713		267.144	328	5.459	857318896833798182	857316080475467191	857316080471272886	5823	
1	C19H37N5O5	[M + H]+	C19H38N5O5+		0.887	25.637	25.637	0.000	8	0.991	0.262	0.480	-3.305		416.285	329	5.490	857318858485276372	857316080525798843	857316080525798842	5953	
1	C16H34O9	[M + H]+	C16H35O9+		0.934	40.573	40.573	0.000	6	0.968	0.045	0.155	-0.132		371.228	330	5.501	857318860733423352	857316080576130495	857316080576130494	5950	
1	C17H30N4O5	[M + H3N + H]+	C17H34N5O5+		0.953	21.233	21.233	0.000	4	0.930	0.303	0.303	-3.466		388.254	332	5.527	857318858300726975	857316080630656451	857316080626462146	5951	
1	C19H35N5O6	[M + H]+	C19H36N5O6+		0.997	44.931	44.931	0.000	9	1.000	0.378	0.378	-3.278		430.265	334	5.565	857318868648075090	857316080685182407	857316080685182406	6056	
1	C10H14O2	[M + H]+	C10H15O2+		1.000	151.624	148.224	3.400	29	0.571	0.422	0.729	0.442		167.107	335	5.581	857318890194214907	857316080743902667	857316080743902666	5987	
1	C9H14O3	[M + H]+	C9H15O3+		0.500	184.361	181.052	3.309	32	0.929	0.632	0.643	0.171		171.102	335	5.585	857318880106913685	857316080806817231	857316080802622926	6017	
1	C10H27N4O4	[M + H]+	C10H28N4O4+		0.604	6.814	6.814	0.000	1	1.000	0.034	0.034	5.530		268.212	337	5.622	857318856358764203	857316080857148883	857316080857148882	6147	
1	C19H34N4O6	[M + H3N + H]+	C19H38N5O6+		0.999	23.725	23.725	0.000	5	1.000	0.297	0.297	-3.263		432.280	340	5.660	857318857583500981	857316080907480535	857316080907480534	6262	
1	C15H33NO8	[M + H]+	C15H34NO8+		0.518	31.584	31.584	0.000	7	0.941	0.036	0.468	-0.150		356.228	340	5.665	857318863174508317	857316080962006491	857316080957812186	6250	
1	C21H41N5O6	[M + H]+	C21H42N5O6+		0.987	39.594	39.594	0.000	12	0.984	-0.119	0.276	-2.847		460.312	340	5.667	857318886146711491	857316081020726751	857316081016532446	6266	
1	C18H38O10	[M + H]+	C18H39O10+		0.917	26.533	26.533	0.000	6	1.000	0.317	0.317	-0.082		415.254	341	5.680	857318858430750410	857316081071058403	857316081071058402	6260	
1	C14H30O7	[M + H]+	C14H31O7+		0.795	87.791	87.791	0.000	22	0.954	0.384	0.624	0.001		311.206	350	5.829	857318882552192933	857316081138167271	857316081133972966	6396	
1	C14H15N	[M + H]+	C14H16N+		0.972	19.324	17.858	1.466	2	0.990	2.740	2.740	0.525		198.128	354	5.898	857318862759272211	857316081201081835	857316081196887530	6524	
1	C23H45N5O7	[M + H]+	C23H46N5O7+		0.870	43.428	43.428	0.000	7	0.911	-0.157	0.297	-2.370		504.338	355	5.919	857318898192752688	857316081255607791	857316081255607790	6653	
1	C17H37NO9	[M + H]+	C17H38NO9+		0.494	51.462	47.791	3.671	12	0.991	0.000	0.380	-0.320		400.254	357	5.955	857318887195287515	857316081322716659	857316081318522354	6703	
1	C7H13O	[M + Na]+	C7H13NaO+		0.869	64.869	64.869	0.000	11	0.514	3.340	8.269	-14.188		136.084	359	5.980	857318893730013197	857316081373048311	857316081373048310	6753	
1	C7H12O2	[M + H]+	C7H13O2+		0.997	20.023	20.023	0.000	2	0.295	3.857	3.857	0.263		129.091	361	6.009	857318880840916899	857316081423379963	857316081423379962	6725	
1	C13H25N	[M + H]+	C13H26N+		1.000	27.809	22.171	5.638	3	0.981	0.768	0.768	0.733		196.206	362	6.025	857318863040290588	857316081473711615	857316081473711614	6824	
1	C14H30O7	[M + H]+	C14H31O7+		0.964	84.641	84.641	0.000	16	0.976	0.422	0.511	-0.031		311.206	365	6.077	857318867968597831	857316081524043267	857316081519848962	7024	
1	C27H53N5O9	[M + H]+	C27H54N5O9+		0.981	45.675	45.675	0.000	14	0.980	-0.271	0.308	-2.405		592.390	366	6.105	857318904022835268	857316081578569223	857316081578569222	6911	
1	C2H11N5O	[M + Na]+	C2H11N5NaO+		0.558	1.317	1.317	0.000	0	0.000			-11.456		144.084	367	6.117	857318887061069783	857316081633095179	857316081628900874	7025	
1	C20H37N5O6	[M + H]+	C20H38N5O6+		0.928	37.351	37.351	0.000	9	0.979	0.318	0.509	-3.129		444.280	367	6.121	857318866513174332	857316081687621135	857316081683426830	7097	
1	C13H25N	[M + H]+	C13H26N+		1.000	27.115	23.650	3.465	4	0.977	1.314	1.314	0.835		196.206	368	6.140	857318855385685657	857316081742147091	857316081737952786	7085	
1	C16H34O8	[M + H]+	C16H35O8+		0.999	99.168	99.168	0.000	26	0.992	-0.157	0.683	-0.266		355.233	371	6.175	857318884099891119	857316081809255959	857316081809255958	7041	
1	C16H35NO7	[M + H]+	C16H36NO7+		0.575	16.999	16.999	0.000	3	1.000	-0.617	0.617	-0.195		354.249	373	6.210	857318872271953767	857316081884753435	857316081884753434	7332	
1	C7H10	[M + H]+	C7H11+		1.000	65.234	62.178	3.055	9	0.972	2.377	2.377	0.349		95.086	374	6.228	857318858380418761	857316081951862303	857316081951862302	7325	
1	C8H13ClF2N2O	[M + H]+	C8H14ClF2N2O+		1.000	93.051	86.328	6.723	37	0.606	0.588	7.708	-5.961		227.074	374	6.233	857318885010055097	857316082014776867	857316082014776866	7222	
1	C35H57NO9	[M + H]+	C35H58NO9+		0.697	26.755	26.755	0.000	10	0.985	-0.010	0.890	8.471		636.416	377	6.291	857318878177533835	857316082069302823	857316082065108518	7441	
1	C17H21NO4	[M + H]+	C17H22NO4+		0.996	73.969	70.192	3.777	16	0.946	1.064	1.064	0.314		304.154	381	6.357	857318896531808284	857316082123828779	857316082119634474	7590	
1	C9H6O3	[M + H]+	C9H7O3+		0.999	124.766	121.507	3.259	13	0.692	1.842	1.842	0.058		163.039	382	6.368	857318886570336205	857316082182549039	857316082182549038	7592	
1	C16H24O4	[M + H]+	C16H25O4+		1.000	37.612	33.876	3.737	9	0.929	0.664	0.664	0.442		281.175	383	6.380	857318865644953394	857316082241269299	857316082241269298	7605	
1	C10H16O2	[M + H]+	C10H17O2+		1.000	213.620	210.300	3.320	36	0.927	0.376	0.655	0.377		169.122	383	6.388	857318872997568369	857316082299989559	857316082299989558	7622	
1	C17H21NO	[M + H]+	C17H22NO+		0.999	51.055	47.262	3.793	13	0.987	0.280	0.374	0.466		256.170	387	6.453	857318889061752816	857316082358709819	857316082358709818	7613	
1	C15H28ClN3O2	[M + H]+	C15H29ClN3O2+		0.585	20.698	20.698	0.000	4	0.852	-0.091	0.972	5.370		318.196	388	6.465	857318871470841693	857316082417430079	857316082417430078	7727	
1	C37H61NO10	[M + H]+	C37H62NO10+		0.647	24.782	24.782	0.000	9	1.000	0.208	0.443	7.211		680.442	388	6.470	857318876545949569	857316082471956035	857316082467761730	7735	
1	C18H38O9	[M + H]+	C18H39O9+		0.998	87.599	87.599	0.000	22	0.991	0.394	0.394	-0.148		399.259	389	6.476	857318875937775479	857316082526481991	857316082526481990	7665	
1	C7H7N3	[M + H]+	C7H8N3+		0.952	47.242	47.242	0.000	10	1.000	1.009	1.009	0.569		134.071	390	6.505	857318890588479493	857316082656505423	857316082656505422	7792	
